,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,ZINC,pdbqt,Lowest_E,Mean_E,Set,Mwt,LogP,Rotatable bonds,H-donors,H-acceptors,PSA,Net charge,Num chirals,chirals,SMILES,QED_mean
1169,94114,94114,8495,ZINC000006047621,DJAARN.xaa_ligand_06330.pdbqt,-7.31,-7.31,1,315.829,4.567,2,1,3,36,0,0,[],Cc1ccc(C2=NN=C(Nc3ccccc3Cl)SC2)cc1,0.8423375858785063
1170,51567,51567,195,ZINC000004958508,FJAARN.xaa_ligand_41490.pdbqt,-7.31,-7.31,1,354.837,4.598,3,1,3,55,0,0,[],Cc1ccc(CNC(=O)c2ccc3c(Cl)c4c(nc3c2)CCCC4)o1,0.714470745193873
1171,67847,67847,7918,ZINC000032926023,FJAARN.xaa_ligand_04519.pdbqt,-7.31,-7.31,1,372.266,4.596,3,1,3,44,0,0,[],CC1=NN(c2ccc(C(=O)Nc3ccc(Br)c(C)c3)cc2)CC1,0.8184332926496578
1172,368623,368623,420,ZINC000252484689,EJEARN.xaa_ligand_1376.pdbqt,-7.31,-7.31,1,330.497,4.593,5,1,4,45,0,2,"[(2, 'R'), (6, 'R')]",N#C[C@@H]1CCC[C@@H](Nc2cccc(CSC3CCOCC3)c2)C1,0.8193549203814309
1173,37034,37034,2790,ZINC000040117348,FJAARN.xaa_ligand_20231.pdbqt,-7.31,-7.31,1,357.469,4.569,4,1,2,46,0,4,"[(3, 'R'), (16, '?'), (18, 'S'), (22, 'R')]",O=C(N[C@@H](c1ccc(F)cc1)C1CCCC1)C1C[C@@H]2CCC[C@H](C1)C2=O,0.8201483441995493
1174,258115,258115,1210,ZINC000065373237,FJAARN.xaa_ligand_18463.pdbqt,-7.31,-7.31,1,364.445,4.577,4,1,5,60,0,1,"[(17, 'R')]",OCc1ccc(-c2c(-c3ccccc3)ncn2[C@H]2COC3(CCCC3)C2)o1,0.7037608761904319
1175,432309,432309,4166,ZINC000091769112,FJAARN.xaa_ligand_36815.pdbqt,-7.31,-7.31,1,371.912,4.555,4,0,3,38,0,0,[],CC(C)n1ccnc1C1CCN(C(=O)C2(c3ccc(Cl)cc3)CC2)CC1,0.7551933731728264
1176,259223,259223,2318,ZINC000017068727,EJEBRN.xaa_ligand_2302.pdbqt,-7.31,-7.31,1,334.257,4.542,2,1,2,32,0,0,[],Oc1ccc(Br)cc1/C=N/C12CC3CC(CC(C3)C1)C2,0.7566042418710522
1177,431742,431742,3599,ZINC000032913103,IJAARN.xaa_ligand_46417.pdbqt,-7.31,-7.31,1,445.607,4.574,5,1,2,52,0,1,"[(15, 'R')]",CCN(CC)C(=O)N1CCC(C(=O)NC[C@@H]2CC3c4ccccc4C2c2ccccc23)CC1,0.7004989338123911
1178,38328,38328,4084,ZINC000408874443,HJEBRN.xaa_ligand_1814.pdbqt,-7.31,-7.31,1,413.68,4.596,3,1,5,63,0,0,[],COc1ccc(Cl)cc1N=C1NC(=O)/C(=C/c2ccc(Br)o2)S1,0.7142393100239991
1179,367240,367240,7595,ZINC000003844004,EJABRN.xaa_ligand_08205.pdbqt,-7.31,-7.31,1,336.516,4.523,2,1,3,38,0,6,"[(7, 'S'), (9, 'S'), (12, 'S'), (13, 'R'), (16, 'S'), (21, 'R')]",COC1(OC)CC[C@@]2(C)[C@@H](CC[C@H]3[C@H]2CC[C@]2(C)CCC[C@@]32O)C1,0.7204062256448007
1180,416094,416094,5077,ZINC000000086470,EJAARN.xaa_ligand_15472.pdbqt,-7.31,-7.31,1,336.387,4.586,2,0,4,44,0,1,"[(11, 'S')]",COc1cc2c(c3c1C(=O)C[C@@H](c1ccccc1)O3)C=CC(C)(C)O2,0.7691965708633219
1181,85621,85621,2,ZINC000009368292,FJAARN.xaa_ligand_33937.pdbqt,-7.31,-7.31,1,358.441,4.585,3,1,3,41,0,2,"[(9, 'S'), (22, 'S')]",O=C1c2ccccc2N[C@H](c2ccc3ccccc3c2)N1C[C@@H]1CCCO1,0.7118769626897407
1182,14626,14626,6070,ZINC000006872927,GJAARN.xaa_ligand_58100.pdbqt,-7.31,-7.31,1,380.463,4.538,6,0,3,41,0,1,"[(17, 'R')]",O=C(C1CCCC1)N(Cc1cccc(F)c1)C[C@H]1CC(c2ccccc2)=NO1,0.7060154821141134
1183,299244,299244,8096,ZINC000009406026,IJAARN.xaa_ligand_19135.pdbqt,-7.3,-7.3,1,437.54,4.533,5,1,4,71,0,1,"[(18, 'R')]",CCOc1ccc(NC(=O)C2CCN(C(=O)N3C[C@@H](CC)Oc4ccccc43)CC2)cc1,0.7131968157327223
1184,498189,498189,1544,ZINC000008042060,FJAARN.xaa_ligand_19499.pdbqt,-7.3,-7.3,1,364.426,4.554,4,1,5,60,0,0,[],O=C(Nc1cccc(-c2nc(-c3ccc4c(c3)OCO4)cs2)c1)C1CC1,0.7050478123685902
1185,54601,54601,3229,ZINC000015866465,FJAARN.xaa_ligand_48591.pdbqt,-7.3,-7.3,1,353.857,4.596,3,1,5,55,0,2,"[(7, 'S'), (9, 'S')]",CC(C)c1ccc([C@@H]2C[C@@H](c3ccc(Cl)cc3)n3nnnc3N2)cc1,0.7144070992055652
1186,226188,226188,3545,ZINC000170606289,IJAARN.xaa_ligand_08106.pdbqt,-7.3,-7.3,1,447.988,4.501,4,1,5,54,0,0,[],COc1cc2c(cc1OC)CN(C(=O)Nc1ccc(N3CCSCC3)c(Cl)c1)CC2,0.7147480193607955
1187,83973,83973,6916,ZINC000032759967,FJAARN.xaa_ligand_44649.pdbqt,-7.3,-7.3,1,359.332,4.54,4,1,6,69,0,1,"[(9, 'R')]",Cc1ccc(-c2nnc([C@@H](C)Nc3ccc4c(c3)OC(F)(F)O4)o2)cc1,0.7051448145193485
1188,123368,123368,3493,ZINC000040104328,HJAARN.xaa_ligand_15234.pdbqt,-7.3,-7.3,1,410.47,4.553,3,1,5,69,0,0,[],CN(Cc1ccc2c(c1)OCCO2)C(=O)Nc1ccc2c(c1)OC1(CCCCC1)O2,0.7684335617210274
1189,412090,412090,1073,ZINC000013008478,IJAARN.xaa_ligand_62158.pdbqt,-7.3,-7.3,1,430.539,4.538,4,1,2,49,0,1,"[(1, 'S')]",C[C@H](NC(=O)C1CCN(C(=O)c2ccc(F)cc2F)CC1)C12CC3CC(CC(C3)C1)C2,0.729142521619704
1190,437348,437348,640,ZINC000004828884,FJAARN.xaa_ligand_04083.pdbqt,-7.3,-7.3,1,351.83,4.554,6,1,3,46,0,0,[],CC(=O)c1cccc(NC(=O)CSCc2c(F)cccc2Cl)c1,0.7421048504902775
1191,201943,201943,4996,ZINC000223738363,GJEBRN.xaa_ligand_2067.pdbqt,-7.3,-7.3,1,392.311,4.58,3,1,4,44,0,0,[],Cc1c(Cl)cccc1N/N=C1\C(=O)N(C2CSC2)c2ccc(Cl)cc21,0.743825094454213
1192,317289,317289,445,ZINC000019528813,HJABRN.xaa_ligand_24565.pdbqt,-7.3,-7.3,1,422.594,4.503,6,1,3,49,0,2,"[(5, 'R'), (23, 'R')]",CCNC(=O)[C@]1(Cc2ccc(-c3cccs3)cc2)CCN(C(=O)[C@@H]2CC23CCC3)C1,0.7124834699447126
1193,167437,167437,4745,ZINC000000671643,FJAARN.xaa_ligand_37160.pdbqt,-7.3,-7.3,1,352.261,4.51,7,1,2,38,0,1,"[(1, 'S')]",C[C@@H](CCc1ccccc1)NC(=O)COc1ccc(Cl)cc1Cl,0.7614847269998537
1194,231415,231415,211,ZINC000026556416,HJAARN.xaa_ligand_02174.pdbqt,-7.3,-7.3,1,422.525,4.57,5,1,4,67,0,2,"[(6, 'S'), (23, 'S')]",COc1ccc([C@@H]2CCCCCN2C(=O)c2cccc(NC(=O)[C@@H]3CCCO3)c2)cc1,0.732672733225599
1195,66719,66719,6790,ZINC000012459658,GJAARN.xaa_ligand_12527.pdbqt,-7.3,-7.3,1,395.572,4.513,4,0,4,36,0,3,"[(10, 'S'), (12, 'S'), (25, 'S')]",Cc1ccccc1CN1C[C@@H]2C[C@@H](c3nc(C(C)C)cs3)N3CCC[C@@]23C1=O,0.7306223763223357
1196,376125,376125,7922,ZINC000000567701,EJEARN.xaa_ligand_0285.pdbqt,-7.3,-7.3,1,333.416,4.551,3,1,4,65,0,0,[],Cc1ccc(-c2csc(NC(=O)c3ccc(C#N)cc3)n2)c(C)c1,0.7307673942191059
1197,501903,501903,5258,ZINC000004944910,GJEBRN.xaa_ligand_0856.pdbqt,-7.3,-7.3,1,391.467,4.54,4,0,4,55,0,1,"[(7, 'S')]",COc1cccc([C@@H]2CC(=O)N(c3ccc(C)cc3)C3=C2C(=O)CCC3)c1OC,0.7341269826525597
1198,507203,507203,1999,ZINC000035873019,GJAARN.xaa_ligand_39955.pdbqt,-7.3,-7.3,1,392.499,4.515,5,1,3,58,0,1,"[(2, 'S')]",CC[C@@H]1Oc2ccc(NC(=O)C3CCCC3)cc2CN(Cc2ccccc2)C1=O,0.7785326836712032
1199,330264,330264,4859,ZINC000019557970,FJABRN.xaa_ligand_5259.pdbqt,-7.3,-7.3,1,354.429,4.548,4,1,4,57,0,1,"[(10, 'S')]",Cc1noc(-c2c[nH]nc2[C@@H]2CCCCN2Cc2cccc(F)c2)c1C,0.7139421436799775
1200,71331,71331,2838,ZINC000012137889,EJAARN.xaa_ligand_18611.pdbqt,-7.3,-7.3,1,327.424,4.519,7,1,3,47,0,0,[],CC(C)(C)CC(=O)Nc1ccc(OCCOc2ccccc2)cc1,0.7273949199488969
1201,99152,99152,4968,ZINC000085988215,GJAARN.xaa_ligand_19356.pdbqt,-7.3,-7.3,1,377.271,4.512,3,0,3,32,0,2,"[(9, 'S'), (14, 'R')]",COc1ccc(N2C(=O)[C@@H]3CCCN3[C@H]2c2ccc(Cl)cc2)cc1Cl,0.7546118728911071
1202,494282,494282,6199,ZINC000019691688,GJABRN.xaa_ligand_00770.pdbqt,-7.3,-7.3,1,398.934,4.519,4,0,3,42,0,1,"[(20, 'S')]",Cc1cc(Cc2ccccc2Cl)cc(C2CCN(C(=O)[C@@H]3CCCO3)CC2)n1,0.7266949370617245
1203,338992,338992,5035,ZINC000009419453,FJAARN.xaa_ligand_23928.pdbqt,-7.3,-7.3,1,353.809,4.521,3,1,4,68,0,0,[],O=C(Nc1nonc1-c1ccc2c(c1)CCCC2)c1ccccc1Cl,0.7182996670217504
1204,406941,406941,4485,ZINC000219854147,EJABRN.xaa_ligand_01501.pdbqt,-7.3,-7.3,1,340.492,4.572,4,1,3,32,0,0,[],CSc1cccc(NC(=O)C2CCN(c3ccc(C)cc3)CC2)c1,0.7909954063829057
1205,412821,412821,1804,ZINC000065232343,IJAARN.xaa_ligand_06251.pdbqt,-7.29,-7.29,1,436.556,4.509,3,1,4,78,0,0,[],Cc1oc(C2CCN(C(=O)Nc3ccc4c(c3)CCC4)CC2)nc1C(=O)N1CCCCC1,0.7343313354088412
1206,241334,241334,1559,ZINC000257344719,HJABRN.xaa_ligand_22493.pdbqt,-7.29,-7.29,1,419.569,4.592,5,1,3,62,0,1,"[(9, 'S')]",CC(=O)NCc1ccc([C@@H]2CCCN2C(=O)C2(c3ccc(C)cc3)CCCCC2)nc1,0.7368364019130766
1207,473152,473152,2192,ZINC000003907707,FJAARN.xaa_ligand_41659.pdbqt,-7.29,-7.29,1,363.255,4.509,3,0,3,46,0,1,"[(2, 'R')]",CC[C@@H]1CCCCN1C(=O)c1cc(-c2ccc(Br)cc2)on1,0.771007154729559
1208,160341,160341,6221,ZINC000005862772,GJAARN.xaa_ligand_49720.pdbqt,-7.29,-7.29,1,396.516,4.599,6,2,5,75,0,0,[],COc1ccc(NC2=NN=C(c3ccc(NC(=O)CC(C)C)cc3)CS2)cc1,0.7152303798327193
1209,250926,250926,2586,ZINC000008880366,EJAARN.xaa_ligand_27769.pdbqt,-7.29,-7.29,1,341.476,4.579,5,1,3,38,0,1,"[(12, 'R')]",CC(C)OCc1ccc(C(=O)N[C@@H]2CCSc3ccccc32)cc1,0.8268621270917275
1210,162103,162103,7983,ZINC000032841438,GJAARN.xaa_ligand_52399.pdbqt,-7.29,-7.29,1,387.863,4.57,4,1,4,56,0,0,[],COc1ccc(NC(=O)C2(c3ccc4c(c3)OCCO4)CCCC2)cc1Cl,0.7976218486051321
1211,348257,348257,5745,ZINC000017156445,GJAARN.xaa_ligand_30611.pdbqt,-7.29,-7.29,1,375.925,4.506,4,1,4,46,0,0,[],O=C(NCc1c(-c2ccc(Cl)cc2)nc2n1CCS2)C1CCCCC1,0.8176145969832411
1212,156586,156586,2466,ZINC000095698573,HJAARN.xaa_ligand_08284.pdbqt,-7.29,-7.29,1,401.304,4.545,2,1,3,41,0,0,[],O=C(OCc1ccccc1)N1CCC2(CC1)CNc1ccc(Br)cc12,0.7680304251070846
1213,344680,344680,2168,ZINC000004556174,HJAARN.xaa_ligand_50328.pdbqt,-7.29,-7.29,1,415.533,4.597,5,1,3,57,0,1,"[(3, 'S')]",O=C(C[C@@]1(O)C(=O)N(Cc2ccccc2)c2ccccc21)C12CC3CC(CC(C3)C1)C2,0.742356313444883
1214,418657,418657,7640,ZINC000040086188,FJAAMN.xaa_ligand_0278.pdbqt,-7.29,-7.29,1,371.908,4.585,5,2,2,41,1,1,"[(12, 'R')]",Cc1ccc(C(=O)C2CCN(C[C@H](O)c3ccc(Cl)cc3)CC2)c(C)c1,0.7470519571627101
1215,472360,472360,1400,ZINC000058357720,DJAARN.xaa_ligand_01747.pdbqt,-7.29,-7.29,1,322.433,4.592,4,1,3,41,0,1,"[(2, 'R')]",CS[C@H](C)C(=O)Nc1cccc(-c2ccc3ccccc3c2)n1,0.7298245460348276
1216,187491,187491,7669,ZINC000004806209,DJABRN.xaa_ligand_0652.pdbqt,-7.29,-7.29,1,302.458,4.518,2,2,2,40,0,3,"[(10, 'S'), (15, 'S'), (19, 'R')]",CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@](C)(CO)[C@@H]1CC2,0.8061743083922014
1217,324258,324258,7414,ZINC000001175974,FJAARN.xaa_ligand_38932.pdbqt,-7.29,-7.29,1,350.462,4.5,5,1,2,49,0,2,"[(2, 'S'), (11, 'S')]",CC[C@H](C)c1ccc(NC(=O)[C@H]2CC(=O)N(c3ccc(C)cc3)C2)cc1,0.8253251646710913
1218,99896,99896,5712,ZINC000329066589,GJABRN.xaa_ligand_03322.pdbqt,-7.29,-7.29,1,392.425,4.585,6,2,5,59,0,0,[],FC(F)(F)Oc1cccc(N=c2cc(C3CC3)[nH]c(=NC3CCCCC3)[nH]2)c1,0.7509675232971182
1219,400033,400033,6140,ZINC000057224429,GJABRN.xaa_ligand_03223.pdbqt,-7.29,-7.29,1,377.843,4.565,5,1,3,47,0,0,[],CCOc1ccc(NC(=O)C2(c3ccc(F)cc3)CCOCC2)cc1Cl,0.7935923125148845
1220,382586,382586,5818,ZINC000409003961,GJABRN.xaa_ligand_03039.pdbqt,-7.29,-7.29,1,388.511,4.523,5,2,2,58,0,0,[],O=C(CNC(=O)c1ccccc1)Nc1ccc(C23CC4CC(CC(C4)C2)C3)cc1,0.7563481996074329
1221,269609,269609,4140,ZINC000096079951,IJABRN.xaa_ligand_02841.pdbqt,-7.29,-7.29,1,433.552,4.528,4,1,4,71,0,1,"[(3, 'R')]",O=C(C[C@H]1CC2(CCN(C(=O)C3CCCC3)CC2)Oc2ccccc21)Nc1cccnc1,0.7354240442028954
1222,30538,30538,4860,ZINC000001445447,GJEARN.xaa_ligand_2781.pdbqt,-7.29,-7.29,1,386.3,4.586,3,1,5,55,0,1,"[(16, 'R')]",CCOC(=O)C1=C(C)NC2=C(C(=O)CCC2)[C@H]1c1sc(Cl)cc1Cl,0.7385856234697195
1223,449780,449780,4510,ZINC000020737316,FJEARN.xaa_ligand_3364.pdbqt,-7.29,-7.29,1,352.434,4.558,3,1,5,64,0,2,"[(6, 'S'), (20, 'R')]",COc1ccc([C@@H]2CC(=O)C3=C(C2)Nc2onc(C)c2[C@H]3C(C)C)cc1,0.8386741510650618
1224,52770,52770,1398,ZINC000225621871,HJCBRN.xaa_ligand_1009.pdbqt,-7.29,-7.29,1,401.348,4.544,5,1,2,32,0,1,"[(1, 'S')]",C[C@H]1CCCN(c2ccc(CNC(=O)Cc3cccc(Br)c3)cc2)C1,0.7627492306098435
1225,401379,401379,7486,ZINC000005099301,GJAARN.xaa_ligand_33548.pdbqt,-7.29,-7.29,1,378.516,4.531,3,1,2,49,0,0,[],O=C(C1CC1)N1CCCc2cc(NC(=O)C34CC5CC(CC(C5)C3)C4)ccc21,0.8031300302950135
1226,377010,377010,242,ZINC000007668630,EJAARN.xaa_ligand_10108.pdbqt,-7.29,-7.29,1,338.432,4.591,5,1,4,51,0,0,[],Cc1nc(NC(=O)c2cccc(OCc3ccccc3)c2)sc1C,0.7073259475079184
1227,299334,299334,8186,ZINC000065493259,FJAARN.xaa_ligand_44804.pdbqt,-7.29,-7.29,1,368.264,4.557,3,1,4,68,0,1,"[(14, 'R')]",CC(C)(C)c1nc(-c2ccc(NC(=O)[C@@]3(C)CC3(Cl)Cl)cc2)no1,0.7715066922887839
1228,461525,461525,7695,ZINC000012824604,FJAARN.xaa_ligand_02365.pdbqt,-7.29,-7.29,1,370.518,4.537,3,1,3,49,0,1,"[(11, 'S')]",CC(C)(C)c1ccc(NC(=O)[C@H]2CCCN(C(=O)c3cccs3)C2)cc1,0.8245776105956203
1229,219383,219383,5308,ZINC000010214175,IJAARN.xaa_ligand_45719.pdbqt,-7.29,-7.29,1,441.915,4.538,2,1,6,74,0,1,"[(19, 'R')]",CCOC(=O)N1CCC2(CC1)Oc1ccc(Cl)cc1[C@H]1CC(c3cccc(O)c3)=NN12,0.707734034569042
1230,19420,19420,2300,ZINC000001180444,DJAARN.xaa_ligand_05605.pdbqt,-7.29,-7.29,1,311.768,4.53,4,1,2,42,0,0,[],O=C(NCc1ccccc1)c1ccc(-c2ccc(Cl)cc2)o1,0.7351611714950934
1231,454312,454312,482,ZINC000096156854,IJABRN.xaa_ligand_03212.pdbqt,-7.29,-7.29,1,432.564,4.518,3,1,3,58,0,2,"[(10, 'S'), (15, 'S')]",CC(=O)N1CCC2(CC1)C[C@@H](CC(=O)N[C@H]1CCCc3ccccc31)c1ccccc1O2,0.742018802244647
1232,506784,506784,1580,ZINC000007670109,EJABRN.xaa_ligand_10455.pdbqt,-7.29,-7.29,1,347.37,4.502,4,1,4,56,0,0,[],O=C(Nc1ccc(Oc2ccccc2)cc1)c1ccc2c(c1)OCCO2,0.7218054104903032
1233,301284,301284,1569,ZINC000025868616,HJABRN.xaa_ligand_07799.pdbqt,-7.29,-7.29,1,421.722,4.593,3,1,2,49,0,0,[],O=C(Nc1cccc(Cl)c1)C1CCN(C(=O)c2ccc(Br)cc2)CC1,0.7528122162137117
1234,200200,200200,3253,ZINC000006584375,DJAARN.xaa_ligand_07572.pdbqt,-7.29,-7.29,1,317.388,4.543,5,1,2,38,0,0,[],COc1ccccc1NC(=O)Cc1ccc(-c2ccccc2)cc1,0.7169058036335123
1235,284601,284601,2010,ZINC000019861519,DJAARN.xaa_ligand_02403.pdbqt,-7.28,-7.28,1,312.369,4.575,3,1,3,41,0,0,[],CC(=O)Nc1sc(-c2ccccc2)nc1-c1ccc(F)cc1,0.735291340589542
1236,203024,203024,6077,ZINC000008071444,FJAARN.xaa_ligand_46352.pdbqt,-7.28,-7.28,1,355.39,4.578,3,1,4,47,0,0,[],O=C(Nc1ccc2c(c1)OCCO2)c1ccc(-c2ccc(F)cc2)s1,0.7151613915222472
1237,382551,382551,5783,ZINC000012651491,EJAARN.xaa_ligand_01314.pdbqt,-7.28,-7.28,1,339.778,4.517,2,1,3,47,0,0,[],O=C(Nc1ccc2c(c1)OCCO2)c1cccc2c(Cl)cccc12,0.7138817353051718
1238,186240,186240,6418,ZINC000006128207,GJAARN.xaa_ligand_19596.pdbqt,-7.28,-7.28,1,388.511,4.521,4,1,2,49,0,1,"[(1, 'R')]",C[C@@H](NC(=O)CN1C(=O)c2cccc3cccc1c23)C12CC3CC(CC(C3)C1)C2,0.8004296404162907
1239,281843,281843,7813,ZINC000249698761,GJAARN.xaa_ligand_54706.pdbqt,-7.28,-7.28,1,378.516,4.519,2,2,4,58,0,5,"[(10, 'R'), (11, 'R'), (21, 'R'), (24, 'R'), (26, 'R')]",CCn1nccc1/C=C1\C[C@@H]2[C@@H]3CCc4cc(O)ccc4[C@@H]3CC[C@@]2(C)[C@H]1O,0.7724066864063276
1240,253761,253761,5421,ZINC000005279826,GJAARN.xaa_ligand_39457.pdbqt,-7.28,-7.28,1,381.273,4.512,2,1,3,41,0,2,"[(3, 'S'), (23, 'S')]",O=C1C[C@@H](c2ccccc2)CC2=NNC(c3ccc(Br)cc3)=C[C@H]12,0.7953587115053155
1241,181003,181003,1181,ZINC000006267376,FJAARN.xaa_ligand_11488.pdbqt,-7.28,-7.28,1,361.397,4.566,4,1,4,56,0,1,"[(15, 'S')]",Cc1ccc(Oc2ccccc2NC(=O)[C@@H]2COc3ccccc3O2)cc1,0.7071671191127812
1242,268417,268417,2948,ZINC000004107409,FJAARN.xaa_ligand_32854.pdbqt,-7.28,-7.28,1,353.809,4.521,3,1,4,68,0,0,[],O=C(Nc1nnc(-c2ccc3c(c2)CCCC3)o1)c1ccccc1Cl,0.7182996670217504
1243,351178,351178,101,ZINC000045888688,DJABRN.xaa_ligand_5964.pdbqt,-7.28,-7.28,1,323.186,4.503,3,0,3,39,0,0,[],CCOC(=O)c1ccc(-c2cc(C)c(Br)c(C)c2)o1,0.7466376602446799
1244,206765,206765,1252,ZINC000002906928,EJAARN.xaa_ligand_23042.pdbqt,-7.28,-7.28,1,345.442,4.519,5,1,2,42,0,1,"[(15, 'R')]",Cc1cccc(C2(c3cccc(C)c3)C[C@H]2C(=O)NCc2ccco2)c1,0.7063390059535343
1245,407564,407564,5108,ZINC000408582357,GJABRN.xaa_ligand_01576.pdbqt,-7.28,-7.28,1,383.517,4.577,5,1,5,68,0,0,[],Cc1ccc(NC(=O)CSc2nnc(C34CC5CC(CC(C5)C3)C4)o2)cc1,0.7320046791206546
1246,60102,60102,173,ZINC000011916713,DJAARN.xaa_ligand_10652.pdbqt,-7.28,-7.28,1,312.756,4.556,3,1,3,55,0,0,[],Cc1c(Cl)cccc1NC(=O)c1cc(-c2ccccc2)on1,0.7373015017027881
1247,488082,488082,8556,ZINC000001138989,GJAARN.xaa_ligand_28527.pdbqt,-7.28,-7.28,1,380.311,4.53,4,1,4,54,0,0,[],O=C(Cc1ccc(Br)cc1)Nc1nnc(C2CCCCC2)s1,0.8108842290007789
1248,503523,503523,6878,ZINC000020636202,DJABRN.xaa_ligand_1434.pdbqt,-7.28,-7.28,1,312.756,4.556,3,1,3,55,0,0,[],Cc1noc(NC(=O)c2ccc(Cl)cc2)c1-c1ccccc1,0.7373015017027881
1249,177981,177981,6722,ZINC000025087624,FJAAMN.xaa_ligand_2044.pdbqt,-7.28,-7.28,1,365.864,4.577,4,1,2,48,0,1,"[(18, 'R')]",O=C(c1cc(-c2cccc(Cl)c2)[nH]n1)N1CCC[C@@H]1Cc1ccccc1,0.7029450070755234
1250,17280,17280,160,ZINC000012185534,EJABRN.xaa_ligand_10466.pdbqt,-7.28,-7.28,1,330.403,4.58,3,0,3,46,0,1,"[(11, 'R')]",CC(C)C(=O)N1CCCCC[C@@H]1c1cc(-c2ccc(F)cc2)on1,0.7907988547918822
1251,386159,386159,825,ZINC000016028148,HJABRN.xaa_ligand_23494.pdbqt,-7.28,-7.28,1,421.722,4.593,3,1,2,49,0,0,[],O=C(Nc1cccc(Br)c1)C1CCN(C(=O)c2ccc(Cl)cc2)CC1,0.7528122162137114
1252,188774,188774,389,ZINC000097212380,GJAARN.xaa_ligand_41224.pdbqt,-7.28,-7.28,1,379.382,4.55,2,0,4,59,0,2,"[(21, 'R'), (26, 'R')]",O=C(c1ccc(-c2noc(C(F)(F)F)n2)cc1)N1CCC[C@H]2CCCC[C@H]21,0.7343307826675145
1253,461263,461263,7433,ZINC000004031874,DJAARN.xaa_ligand_01157.pdbqt,-7.28,-7.28,1,318.486,4.596,2,1,3,41,0,0,[],CC(C)(C)C(=O)Nc1nc(C23CC4CC(CC(C4)C2)C3)cs1,0.8276495620793249
1254,273687,273687,8218,ZINC000019293768,GJABRN.xaa_ligand_05044.pdbqt,-7.28,-7.28,1,381.447,4.519,5,0,3,38,0,3,"[(2, '?'), (3, 'S'), (8, 'R')]",O=C(C1[C@H]2CCCC[C@@H]12)N(Cc1cccc(F)c1)Cc1ccc2c(c1)OCO2,0.7309621313664664
1255,41336,41336,7092,ZINC000031205893,DJAARN.xaa_ligand_10688.pdbqt,-7.27,-7.27,1,309.409,4.579,6,1,2,38,0,0,[],O=C(CCc1ccccc1)Nc1cccc(OC2CCCC2)c1,0.8105453707147412
1256,12666,12666,4110,ZINC000104228656,EJABRN.xaa_ligand_05364.pdbqt,-7.27,-7.27,1,342.479,4.589,2,1,3,46,0,5,"[(3, 'S'), (4, 'R'), (7, 'R'), (12, 'S'), (14, 'R')]",CC1(C)[C@H]2[C@H](O)C[C@]3(C)CCC[C@@]2(C[C@H]1OC(=O)c1ccccc1)C3,0.764426267023267
1257,121048,121048,1173,ZINC000000853781,GJEARN.xaa_ligand_1372.pdbqt,-7.27,-7.27,1,387.479,4.53,3,1,4,55,0,2,"[(13, 'S'), (21, 'S')]",COC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3ccccc3)C2)[C@@H]1c1ccc(C)cc1,0.7519903281560574
1258,41349,41349,7105,ZINC000002780040,GJAARN.xaa_ligand_30955.pdbqt,-7.27,-7.27,1,398.503,4.54,6,2,4,84,0,0,[],O=C(NC1CCC(CC2CCC(NC(=O)c3ccco3)CC2)CC1)c1ccco1,0.7152510377696497
1259,309461,309461,1179,ZINC000057817864,HJAARN.xaa_ligand_60859.pdbqt,-7.27,-7.27,1,402.922,4.526,3,0,4,43,0,1,"[(6, 'R')]",Cn1cccc1[C@H]1CCCCCN1C(=O)Cc1cc(Cl)c2c(c1)OCCCO2,0.7241204718037143
1260,237669,237669,6465,ZINC000016705647,DJABRN.xaa_ligand_0296.pdbqt,-7.27,-7.27,1,312.756,4.556,3,1,3,55,0,0,[],Cc1cc(Cl)ccc1NC(=O)c1cc(-c2ccccc2)on1,0.7373015017027881
1261,423667,423667,4085,ZINC000020728713,FJAARN.xaa_ligand_50501.pdbqt,-7.27,-7.27,1,355.394,4.571,3,1,5,68,0,1,"[(11, 'R')]",OC1=Nc2ccccc2CC[C@H]1Sc1nnc(-c2cccc(F)c2)o1,0.7121371343082669
1262,330384,330384,4979,ZINC000000629491,FJEARN.xaa_ligand_4285.pdbqt,-7.27,-7.27,1,367.489,4.587,3,1,4,55,0,1,"[(17, 'R')]",COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@H]1c1ccc(C(C)C)cc1,0.7591887089794077
1263,243417,243417,3642,ZINC000084210698,EJAARN.xaa_ligand_04797.pdbqt,-7.27,-7.27,1,349.409,4.502,3,1,2,48,0,1,"[(6, 'S')]",Cc1cccc([C@@H]2CCCN2C(=O)c2cc(-c3ccc(F)cc3)[nH]n2)c1,0.7236454882153689
1264,129600,129600,1161,ZINC000101638962,EJAARN.xaa_ligand_11605.pdbqt,-7.27,-7.27,1,336.826,4.55,3,0,4,43,0,1,"[(8, 'S')]",CCc1ccc(C2=C[C@@H](c3ccccc3Cl)n3ncnc3N2)cc1,0.7290969038538252
1265,289302,289302,6711,ZINC000006085082,FJCARN.xaa_ligand_0641.pdbqt,-7.27,-7.27,1,356.422,4.588,3,1,4,54,0,0,[],O=C1N=C(NC2CCCC2)S/C1=C/c1ccc(-c2ccc(F)cc2)o1,0.7814681116452717
