,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,ZINC,pdbqt,Lowest_E,Mean_E,Set,Mwt,LogP,Rotatable bonds,H-donors,H-acceptors,PSA,Net charge,Num chirals,chirals,SMILES,QED_mean
0,424847,424847,5265,ZINC000064746311,GJAARN.xaa_ligand_09702.pdbqt,-10.47,-10.47,1,382.508,4.57,4,1,5,71,0,0,[],O=C(NC1CCCCCCC1)c1nc(-c2ccc(N3CCCCC3)cc2)no1,0.8016365685153244
1,25411,25411,8291,ZINC000065627653,FJAARN.xaa_ligand_23555.pdbqt,-10.46,-10.46,1,363.461,4.523,4,1,4,53,0,1,"[(19, 'S')]",O=C(Nc1ccc(N2CCCCCC2)cc1)C1=NO[C@H](c2ccccc2)C1,0.8305943762234592
2,108396,108396,5644,ZINC000065023772,GJAARN.xaa_ligand_09834.pdbqt,-10.29,-10.29,1,392.547,4.507,4,1,4,58,0,0,[],Cc1cccc(-c2cnc(N3CCC(C(=O)NC4CCCCCC4)CC3)nc2)c1,0.7441328189375824
3,115188,115188,3871,ZINC000035398485,GJAARN.xaa_ligand_27656.pdbqt,-10.24,-10.24,1,392.547,4.507,4,1,4,58,0,0,[],Cc1ccc(-c2ccc(N3CCC(C(=O)NC4CCCCCC4)CC3)nn2)cc1,0.7441328189375825
4,129958,129958,1519,ZINC000004072064,FJAARN.xaa_ligand_14814.pdbqt,-10.24,-10.24,1,353.491,4.567,3,1,4,54,0,0,[],Cc1ccc(C(=O)Nc2nnc(C34CC5CC(CC(C5)C3)C4)s2)cc1,0.8407055574035385
5,217999,217999,3924,ZINC000013076371,FJAARN.xaa_ligand_46559.pdbqt,-10.08,-10.08,1,369.486,4.557,4,0,5,56,0,3,"[(12, '?'), (14, 'S'), (18, 'R')]",Cc1ccc(-c2nc(COC(=O)C3C[C@@H]4CCC[C@H](C3)C4=O)cs2)cc1,0.7090228994732046
6,281098,281098,7068,ZINC000016977043,HJAARN.xaa_ligand_56862.pdbqt,-9.88,-9.88,1,413.587,4.511,6,0,5,55,0,0,[],COc1ccc(CCNC2=NN=C(C34CC5CC(CC(C5)C3)C4)CS2)cc1OC,0.7128515575564975
7,104466,104466,1714,ZINC000064872781,GJAARN.xaa_ligand_09752.pdbqt,-9.88,-9.88,1,392.547,4.507,4,1,4,58,0,0,[],Cc1ccc(-c2cc(N3CCC(C(=O)NC4CCCCCC4)CC3)ncn2)cc1,0.7441328189375825
8,439120,439120,2412,ZINC000014077843,GJAAMN.xaa_ligand_2419.pdbqt,-9.79,-9.79,1,385.577,4.513,4,1,3,37,1,1,"[(14, 'S')]",CC1CCC(N(C)C(=O)CN2CCC[C@H](c3nc4ccccc4s3)C2)CC1,0.742744811346267
9,381226,381226,4458,ZINC000064872641,GJAARN.xaa_ligand_09730.pdbqt,-9.76,-9.76,1,392.547,4.507,4,1,4,58,0,0,[],Cc1cccc(-c2cc(N3CCC(C(=O)NC4CCCCCC4)CC3)ncn2)c1,0.7441328189375825
10,355293,355293,4216,ZINC000006821237,FJAARN.xaa_ligand_15293.pdbqt,-9.73,-9.73,1,371.55,4.578,3,1,4,45,0,0,[],Cc1cc(C)c2nc(N3CCC(C(=O)NC4CCCCC4)CC3)sc2c1,0.8210419579171653
11,289659,289659,7068,ZINC000010843484,FJAARN.xaa_ligand_26620.pdbqt,-9.71,-9.71,1,356.447,4.535,3,1,5,60,0,0,[],Cc1nc(/C=C/C(=O)Nc2ccc3c(c2)OC2(CCCCC2)O3)cs1,0.7846703121017371
12,239860,239860,85,ZINC000012803525,DJAARN.xaa_ligand_07863.pdbqt,-9.65,-9.65,1,314.816,4.566,2,0,3,38,0,4,"[(1, '?'), (3, 'S'), (5, 'R'), (8, '?')]",ClC12C[C@H]3C[C@@H](C1)CC(c1nnc(-c4ccccc4)o1)(C3)C2,0.7287989329480159
13,297467,297467,6319,ZINC000020542769,GJAARN.xaa_ligand_19496.pdbqt,-9.6,-9.6,1,380.488,4.542,6,0,4,55,0,0,[],CN(CC12CC3CC(CC(C3)C1)C2)C(=O)c1cc(COc2ccccc2)on1,0.7056956826004568
14,375815,375815,7612,ZINC000007345171,FJAARN.xaa_ligand_23459.pdbqt,-9.6,-9.6,1,367.518,4.577,5,1,4,54,0,0,[],O=C(CCc1ccccc1)Nc1nnc(C23CC4CC(CC(C4)C2)C3)s1,0.8044878504683032
15,387740,387740,2406,ZINC000070019918,FJCARN.xaa_ligand_0978.pdbqt,-9.55,-9.55,1,369.534,4.502,6,1,4,45,0,0,[],CSc1ncccc1C(=O)NCc1ccc(N(C)C2CCCCC2)cc1,0.7282960242787525
16,288918,288918,6327,ZINC000022335342,EJAARN.xaa_ligand_18272.pdbqt,-9.54,-9.54,1,326.44,4.511,2,0,3,46,0,0,[],CC1CCN(C(=O)c2cc(-c3ccc(C(C)(C)C)cc3)on2)CC1,0.7797636125328689
17,357498,357498,6421,ZINC000041127517,DJABRN.xaa_ligand_0704.pdbqt,-9.5,-9.5,1,320.392,4.557,3,1,3,55,0,0,[],O=C(NC1CCCCC1)c1cccc(-c2nc3ccccc3o2)c1,0.7357024553867809
18,271825,271825,6356,ZINC000072428412,GJAARN.xaa_ligand_10461.pdbqt,-9.49,-9.49,1,377.532,4.557,5,0,3,36,0,1,"[(10, 'R')]",O=C(c1ccc(N2CCC[C@@H](CCc3ccccc3)C2)nc1)N1CCCCC1,0.7327816394100826
19,269514,269514,4045,ZINC000065023285,GJAARN.xaa_ligand_09808.pdbqt,-9.49,-9.49,1,392.547,4.507,4,1,4,58,0,1,"[(13, 'S')]",Cc1ccc(-c2cnc(N3CCC[C@H](C(=O)NC4CCCCCC4)C3)nc2)cc1,0.7441328189375825
20,379796,379796,3028,ZINC000010383195,EJAARN.xaa_ligand_13771.pdbqt,-9.44,-9.44,1,338.451,4.577,4,2,2,52,0,0,[],Cc1cccc(NC(=O)N2CCC(CCc3ccc(O)cc3)CC2)c1,0.8195087360250635
21,62099,62099,2170,ZINC000065025720,GJAARN.xaa_ligand_09846.pdbqt,-9.37,-9.37,1,378.52,4.587,4,1,4,58,0,0,[],O=C(NC1CCCCCC1)c1cccc(-c2cnc(N3CCCCC3)nc2)c1,0.7560354785976838
22,169381,169381,6689,ZINC000004696327,FJAARN.xaa_ligand_13510.pdbqt,-9.36,-9.36,1,374.51,4.508,7,2,5,83,0,0,[],CCCCC(=O)Nc1ccc(C(=O)Nc2nnc(CC(C)(C)C)s2)cc1,0.7141645880405738
23,142807,142807,5804,ZINC000084357531,HJAARN.xaa_ligand_67007.pdbqt,-9.35,-9.35,1,413.326,4.532,3,1,5,60,0,0,[],O=C(NC1CCC2(CC1)OCCO2)c1csc(-c2ccc(Cl)c(Cl)c2)n1,0.7680900605469586
24,130207,130207,1768,ZINC000015502941,FJAARN.xaa_ligand_13498.pdbqt,-9.31,-9.31,1,358.441,4.585,3,1,3,41,0,2,"[(9, 'S'), (22, 'R')]",O=C1c2ccccc2N[C@H](c2cccc3ccccc23)N1C[C@H]1CCCO1,0.7118769626897407
25,349196,349196,6684,ZINC000001165256,EJAARN.xaa_ligand_21098.pdbqt,-9.29,-9.29,1,347.37,4.502,4,1,4,56,0,0,[],O=C(Nc1ccc2c(c1)OCCO2)c1ccc(Oc2ccccc2)cc1,0.7218054104903032
26,417818,417818,6801,ZINC000025462461,DJAARN.xaa_ligand_11107.pdbqt,-9.29,-9.29,1,320.348,4.597,5,1,4,64,0,0,[],O=C(Nc1ccc(Oc2ccccc2)cc1)c1cc(C2CC2)on1,0.7131554929711345
27,355931,355931,4854,ZINC000020780039,GJAARN.xaa_ligand_28754.pdbqt,-9.27,-9.27,1,381.52,4.531,6,0,4,59,0,0,[],O=C(CCc1nnc(C2CCCCC2)o1)N1CCC(Cc2ccccc2)CC1,0.7051162393316188
28,317529,317529,685,ZINC000012753986,IJAARN.xaa_ligand_36028.pdbqt,-9.25,-9.25,1,430.976,4.572,5,1,3,58,0,1,"[(19, 'R')]",O=C(NC1CCCC1)c1ccc(OC2CCN(C(=O)[C@@H]3CC34CCC4)CC2)c(Cl)c1,0.7109413169284763
29,42055,42055,7811,ZINC000009512782,FJAARN.xaa_ligand_49571.pdbqt,-9.25,-9.25,1,358.463,4.516,5,0,6,69,0,0,[],Cc1occc1-c1nnc(SCC(=O)C23CC4CC(CC(C4)C2)C3)o1,0.7002416286418293
30,186186,186186,6364,ZINC000005032937,EJAARN.xaa_ligand_20804.pdbqt,-9.22,-9.22,1,347.827,4.575,4,1,5,68,0,0,[],CCc1nnc(NC(=O)c2cc(-c3ccc(Cl)cc3)oc2C)s1,0.716861450381045
31,14381,14381,5825,ZINC000004395016,DJAARN.xaa_ligand_06232.pdbqt,-9.14,-9.14,1,300.427,4.574,2,0,4,38,0,0,[],Cc1cc(-c2nc(C34CC5CC(CC(C5)C3)C4)cs2)no1,0.7789903134081916
32,431252,431252,3109,ZINC000015671718,FJAARN.xaa_ligand_13974.pdbqt,-9.13,-9.13,1,365.89,4.523,3,2,5,70,0,1,"[(17, 'R')]",Cc1cc(NC(=O)Nc2nnc(N3CCCC[C@H]3C)s2)ccc1Cl,0.8015636523626994
33,79528,79528,2471,ZINC000006152697,GJAARN.xaa_ligand_10316.pdbqt,-9.13,-9.13,1,384.863,4.543,5,1,3,66,0,0,[],Cc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(CCC(C)C)C3=O)cc1Cl,0.7354025217246711
34,38856,38856,4612,ZINC000010383184,EJAARN.xaa_ligand_13776.pdbqt,-9.11,-9.11,1,338.451,4.577,4,2,2,52,0,0,[],Cc1ccc(NC(=O)N2CCC(CCc3ccc(O)cc3)CC2)cc1,0.8195087360250634
35,70786,70786,2293,ZINC000072371383,HJABMN.xaa_ligand_1142.pdbqt,-9.07,-9.07,1,421.463,4.556,6,1,3,58,0,1,"[(10, 'R')]",O=C(C1CCCC1)N1CC[C@@H](c2cc(CCOc3ccc(C(F)(F)F)cc3)[nH]n2)C1,0.7114847191933786
36,117254,117254,5937,ZINC000035398378,GJAARN.xaa_ligand_27583.pdbqt,-9.06,-9.06,1,392.547,4.507,4,1,4,58,0,0,[],Cc1cccc(-c2ccc(N3CCC(C(=O)NC4CCCCCC4)CC3)nn2)c1,0.7441328189375825
37,337697,337697,3740,ZINC000035315326,GJABRN.xaa_ligand_03554.pdbqt,-9.01,-9.01,1,383.517,4.546,3,1,4,62,0,0,[],CC(=O)Nc1nc(-c2ccc3c(c2)CCN3C(=O)C2CCCCC2)c(C)s1,0.8087255663529705
38,31212,31212,5534,ZINC000095975000,DJAARN.xaa_ligand_14935.pdbqt,-9.0,-9.0,1,304.44,4.502,3,0,5,38,0,0,[],Cc1noc(C)c1CCSC1=Nc2ccccc2CS1,0.7999640637133938
39,8880,8880,324,ZINC000065025748,GJAARN.xaa_ligand_09847.pdbqt,-8.99,-8.99,1,378.52,4.539,4,0,4,49,0,0,[],CN(C(=O)c1cccc(-c2cnc(N3CCCCC3)nc2)c1)C1CCCCC1,0.7493263153208847
40,265895,265895,426,ZINC000001165143,FJCARN.xaa_ligand_0973.pdbqt,-8.99,-8.99,1,366.486,4.513,3,0,4,45,0,0,[],Cc1ccc(/C=C2/SC(N3CCC(Cc4ccccc4)CC3)=NC2=O)o1,0.7170311099863983
41,135856,135856,7417,ZINC000065023286,GJAARN.xaa_ligand_09813.pdbqt,-8.97,-8.97,1,392.547,4.507,4,1,4,58,0,1,"[(13, 'R')]",Cc1ccc(-c2cnc(N3CCC[C@@H](C(=O)NC4CCCCCC4)C3)nc2)cc1,0.7441328189375825
42,490398,490398,2315,ZINC000004868073,DJAARN.xaa_ligand_02495.pdbqt,-8.96,-8.96,1,315.438,4.595,7,1,3,38,0,0,[],CC(C)Oc1cccc(NC(=O)CCSc2ccccc2)c1,0.7256543253726753
43,434381,434381,6238,ZINC000012777659,GJAARN.xaa_ligand_15730.pdbqt,-8.95,-8.95,1,397.519,4.527,2,0,6,60,0,1,"[(1, 'S')]",C[C@H]1c2cc3c(cc2C2(CCCC2)CN1Cc1nc(C(C)(C)C)no1)OCCO3,0.7096065925767763
44,102218,102218,8034,ZINC000000126118,EJEARN.xaa_ligand_0471.pdbqt,-8.95,-8.95,1,326.87,4.582,4,0,4,34,0,0,[],CC1(C)CC(=O)C=C(SCC(=O)c2ccc(Cl)cc2)S1,0.7248084705696444
45,230606,230606,7963,ZINC000049004569,FJAARN.xaa_ligand_14821.pdbqt,-8.91,-8.91,1,366.852,4.571,3,1,4,58,0,0,[],Cc1ccc2c(Nc3cccc(Cl)c3)c(C(=O)N3CCCC3)cnc2n1,0.7046711571117801
46,334061,334061,104,ZINC000012751889,EJAARN.xaa_ligand_04768.pdbqt,-8.91,-8.91,1,332.494,4.524,2,0,4,33,0,2,"[(15, 'S'), (20, 'S')]",O=C(c1csc(-c2ccsc2)n1)N1CC[C@@H]2CCCC[C@@H]2C1,0.7741908098364391
47,331220,331220,5815,ZINC000036620329,FJAARN.xaa_ligand_14779.pdbqt,-8.88,-8.88,1,352.434,4.541,4,1,3,58,0,1,"[(16, 'S')]",CCOC(=O)c1ccc(NC(=O)N2CCC[C@H]2c2cccc(C)c2)cc1,0.7858477276682572
48,23211,23211,6091,ZINC000004078409,FJAARN.xaa_ligand_14811.pdbqt,-8.88,-8.88,1,367.518,4.559,4,0,4,46,0,0,[],CC(=O)N(Cc1ccccc1)c1nnc(C23CC4CC(CC(C4)C2)C3)s1,0.7607242053336807
49,134915,134915,6476,ZINC000018044058,HJABRN.xaa_ligand_24044.pdbqt,-8.85,-8.85,1,419.521,4.578,5,1,4,56,0,4,"[(6, '?'), (8, 'S'), (10, 'R'), (12, '?')]",COc1ccc(C23C[C@@H]4C[C@@H](CC(C(=O)NCc5ccc6c(c5)OCO6)(C4)C2)C3)cc1,0.7368953404808761
50,212426,212426,6913,ZINC000226760347,FJEARN.xaa_ligand_3936.pdbqt,-8.85,-8.85,1,367.489,4.515,3,1,4,55,0,1,"[(16, 'R')]",CCOC(=O)C1=C(C)NC2=C(C(=O)CCC2)[C@H]1c1ccc(C(C)(C)C)cc1,0.7635914608231846
51,480464,480464,938,ZINC000004651018,DJAARN.xaa_ligand_02019.pdbqt,-8.84,-8.84,1,316.445,4.517,3,1,3,55,0,0,[],CC(C)(C)c1cc(NC(=O)CC23CC4CC(CC(C4)C2)C3)no1,0.8528386405799666
52,260975,260975,4070,ZINC000002465869,GJAARN.xaa_ligand_29352.pdbqt,-8.83,-8.83,1,393.281,4.546,2,2,4,75,0,1,"[(4, 'S')]",CC(C)(C)[C@H]1CCc2onc(C(=O)Nc3cc(Br)ccc3O)c2C1,0.7023911024341197
53,146996,146996,1434,ZINC000012404226,EJAARN.xaa_ligand_20828.pdbqt,-8.82,-8.82,1,345.83,4.512,5,3,2,70,0,1,"[(2, 'R')]",CC[C@@H](C)NC(=O)c1cccc(NC(=O)Nc2ccc(Cl)cc2)c1,0.7130087510319216
54,470983,470983,23,ZINC000027666879,EJAARN.xaa_ligand_12771.pdbqt,-8.8,-8.8,1,341.363,4.535,3,1,4,47,0,0,[],O=C(Nc1ccc2c(c1)OCO2)c1ccc(-c2ccc(F)cc2)s1,0.727590773269292
55,100159,100159,5975,ZINC000005376729,GJEBRN.xaa_ligand_2306.pdbqt,-8.78,-8.78,1,383.654,4.587,2,1,4,54,0,0,[],O=C1N/C(=N/c2ccccc2Cl)S/C1=C/c1ccc(Br)o1,0.7378220083214412
56,31892,31892,6214,ZINC000049004526,FJAARN.xaa_ligand_14947.pdbqt,-8.78,-8.78,1,366.852,4.571,3,1,4,58,0,0,[],Cc1ccc2c(Nc3ccc(Cl)cc3)c(C(=O)N3CCCC3)cnc2n1,0.7046711571117801
57,48402,48402,5599,ZINC000022335739,EJAARN.xaa_ligand_18273.pdbqt,-8.78,-8.78,1,326.44,4.511,2,0,3,46,0,1,"[(1, 'S')]",C[C@H]1CCCN(C(=O)c2cc(-c3ccc(C(C)(C)C)cc3)on2)C1,0.7797636125328689
58,92927,92927,7308,ZINC000257234431,HJABRN.xaa_ligand_21462.pdbqt,-8.77,-8.77,1,407.51,4.588,3,1,4,63,0,2,"[(24, 'S'), (29, 'S')]",Cc1ccc2c(c1)OC1(CCN(Cc3ccc(C(=O)O)cc3)CC1)[C@H]1CCCO[C@H]21,0.770959846149005
59,364154,364154,4509,ZINC000013004662,EJAARN.xaa_ligand_26713.pdbqt,-8.77,-8.77,1,327.355,4.51,2,1,3,47,0,0,[],O=C(Nc1ccc2c(c1)OC1(CCCCC1)O2)c1cccc(F)c1,0.8440772885640057
60,207274,207274,1761,ZINC000015866466,FJAARN.xaa_ligand_15247.pdbqt,-8.76,-8.76,1,353.857,4.596,3,1,5,55,0,2,"[(7, 'R'), (9, 'S')]",CC(C)c1ccc([C@H]2C[C@@H](c3ccc(Cl)cc3)n3nnnc3N2)cc1,0.7144070992055652
61,35611,35611,1367,ZINC000260466241,GJCBRN.xaa_ligand_1112.pdbqt,-8.75,-8.75,1,392.499,4.542,5,1,4,50,0,2,"[(1, 'S'), (10, 'R')]",C[C@H]1CCCN(c2ccc([C@@H](C)NC(=O)/C=C/c3ccc4c(c3)OCO4)cc2)C1,0.7258062524548987
62,185835,185835,6013,ZINC000065063018,FJAARN.xaa_ligand_22227.pdbqt,-8.74,-8.74,1,353.447,4.528,4,1,5,68,0,0,[],O=C(NC1CCCCC1)c1ccc(-c2noc(-c3ccccc3)n2)s1,0.7154252507149171
63,10703,10703,2147,ZINC000036315866,FJAARN.xaa_ligand_13521.pdbqt,-8.74,-8.74,1,374.868,4.562,5,1,3,50,0,1,"[(9, 'R')]",COc1cccc(CO[C@@H]2CCCN(C(=O)Nc3cccc(Cl)c3)C2)c1,0.7973297523300102
64,304678,304678,4963,ZINC000001459918,GJAARN.xaa_ligand_25624.pdbqt,-8.72,-8.72,1,378.472,4.599,5,1,3,58,0,1,"[(16, 'S')]",O=C(Nc1ccc(Oc2ccccc2)cc1)[C@H]1CC(=O)N(C2CCCCC2)C1,0.7906766557111045
65,466985,466985,4589,ZINC000015502944,FJAARN.xaa_ligand_13507.pdbqt,-8.71,-8.71,1,358.441,4.585,3,1,3,41,0,2,"[(9, 'R'), (22, 'R')]",O=C1c2ccccc2N[C@@H](c2cccc3ccccc23)N1C[C@H]1CCCO1,0.7118769626897407
66,444830,444830,8122,ZINC000012854876,EJAARN.xaa_ligand_05542.pdbqt,-8.71,-8.71,1,327.355,4.51,2,1,3,47,0,0,[],O=C(Nc1ccc2c(c1)OC1(CCCCC1)O2)c1ccccc1F,0.8440772885640057
67,484372,484372,4846,ZINC000000373241,DJAARN.xaa_ligand_10545.pdbqt,-8.7,-8.7,1,321.49,4.57,6,1,4,54,0,0,[],O=C(CCC1CCCCC1)Nc1nnc(CC2CCCC2)s1,0.7979342751207195
68,428841,428841,698,ZINC000004646413,GJAARN.xaa_ligand_47362.pdbqt,-8.7,-8.7,1,382.485,4.592,3,1,5,60,0,0,[],O=C(Nc1nc(C23CC4CC(CC(C4)C2)C3)cs1)c1ccc2c(c1)OCO2,0.8060347225383127
69,32015,32015,6337,ZINC000096736569,FJAARN.xaa_ligand_13831.pdbqt,-8.69,-8.69,1,372.671,4.515,4,1,2,46,0,0,[],O=S(=O)(/C=C\c1ccc(Cl)cc1)Nc1cccc(Br)c1,0.8201955325983474
70,330936,330936,5531,ZINC000585282010,HJABMN.xaa_ligand_0069.pdbqt,-8.68,-8.68,1,415.961,4.509,5,2,3,43,1,1,"[(1, 'R')]",O[C@@]1(COc2ccc(Cl)cc2)COCCN([C@@H]2CC[C@@H](c3ccccc3)CC2)C1,0.7456670751798914
71,254787,254787,6447,ZINC000257256018,GJABRN.xaa_ligand_03544.pdbqt,-8.67,-8.67,1,381.524,4.533,5,2,4,73,0,0,[],Cc1cc(Nc2cccc(C3CCN(C(=O)CC4CCCCC4)CC3)n2)[nH]n1,0.7627281909039635
72,277195,277195,3165,ZINC000009034996,FJAARN.xaa_ligand_07564.pdbqt,-8.67,-8.67,1,370.452,4.511,3,1,2,49,0,0,[],CC(=O)N1CCc2ccc(NC(=O)c3ccc(-c4ccccc4)cc3)cc2C1,0.705142986052778
73,69649,69649,1156,ZINC000105365891,GJAARN.xaa_ligand_09648.pdbqt,-8.67,-8.67,1,396.502,4.593,3,2,3,49,0,6,"[(1, 'S'), (4, 'S'), (22, 'S'), (23, 'R'), (25, 'R'), (27, 'R')]",C[C@]12CC[C@@H]3c4ccc(OCc5ccc(F)cc5)cc4CC[C@@H]3[C@H]1C[C@@H](O)[C@@H]2O,0.7624521506981582
74,9978,9978,1422,ZINC000257269308,GJABRN.xaa_ligand_03579.pdbqt,-8.66,-8.66,1,389.879,4.542,4,2,4,67,0,3,"[(7, 'R'), (9, 'S'), (16, 'S')]",COc1cccc([C@H]2C[C@@](C)(NC(C)=O)C[C@@H](c3cccc(Cl)c3)O2)c1O,0.7696052507089173
75,85921,85921,302,ZINC000064663558,GJAARN.xaa_ligand_09660.pdbqt,-8.66,-8.66,1,396.506,4.55,4,0,3,32,0,1,"[(9, 'S')]",Cc1ccc2c(c1)OC[C@H](CC(=O)N1CCC(C)CC1)N2Cc1ccc(F)cc1,0.7266758205100515
76,197353,197353,406,ZINC000004029865,HJAARN.xaa_ligand_66342.pdbqt,-8.66,-8.66,1,408.498,4.533,3,0,6,52,0,2,"[(9, 'S'), (18, 'S')]",COc1ccc(C2=NN3[C@@H](C2)c2ccccc2O[C@]32CCOC(C)(C)C2)cc1OC,0.7140161150211537
77,61113,61113,1184,ZINC000084171849,EJAARN.xaa_ligand_04777.pdbqt,-8.65,-8.65,1,347.418,4.503,4,1,4,58,0,0,[],Cc1ccc(-c2cc(C(=O)Nc3cccc(N4CCCC4)c3)on2)cc1,0.7217296858966215
78,3923,3923,3923,ZINC000064989366,GJAARN.xaa_ligand_09797.pdbqt,-8.65,-8.65,1,378.52,4.587,4,1,4,58,0,0,[],O=C(NC1CCCCCC1)c1ccc(-c2cc(N3CCCCC3)ncn2)cc1,0.7560354785976839
79,117200,117200,5883,ZINC000008769157,EJAARN.xaa_ligand_00174.pdbqt,-8.65,-8.65,1,343.839,4.596,4,1,4,54,0,1,"[(1, 'S')]",C[C@@H](c1ccccc1)c1nnc(NC(=O)c2cccc(Cl)c2)s1,0.7197682219771945
80,107460,107460,4708,ZINC000257206078,HJABRN.xaa_ligand_21243.pdbqt,-8.64,-8.64,1,407.554,4.584,6,1,3,47,0,1,"[(8, 'R')]",CC(C)c1ccc(C[C@]2(C)Cc3cc(CC(=O)NC4CCOCC4)ccc3O2)cc1,0.7285852294501357
81,343788,343788,1276,ZINC000020671946,EJABRN.xaa_ligand_06357.pdbqt,-8.64,-8.64,1,335.382,4.52,3,1,4,46,0,1,"[(1, 'R')]",C[C@H]1CC(=O)c2c(Nc3ccc(F)cc3)nn(-c3ccccc3)c2C1,0.7318457428055333
82,122537,122537,2662,ZINC000225818594,GJABRN.xaa_ligand_13983.pdbqt,-8.63,-8.63,1,391.511,4.553,2,0,3,46,0,0,[],CC(C)(C)c1ccc2c(c1)C(=O)CC1(CCN(C(=O)Cc3ccccc3)CC1)O2,0.7211259684182861
83,113754,113754,2437,ZINC000063889347,FJABRN.xaa_ligand_3799.pdbqt,-8.62,-8.62,1,356.466,4.512,6,1,4,64,0,0,[],COc1ccc(-c2cnc(CCC(=O)NC3CCCCCCC3)o2)cc1,0.790681338447356
84,300649,300649,934,ZINC000012777663,GJAARN.xaa_ligand_00621.pdbqt,-8.62,-8.62,1,397.519,4.527,2,0,6,60,0,1,"[(1, 'R')]",C[C@@H]1c2cc3c(cc2C2(CCCC2)CN1Cc1nc(C(C)(C)C)no1)OCCO3,0.7096065925767763
85,240193,240193,418,ZINC000257326017,GJABMN.xaa_ligand_671.pdbqt,-8.61,-8.61,1,379.5,4.596,2,2,3,43,1,2,"[(22, 'S'), (27, 'S')]",Cc1ccc2c(c1)OC1(CCN(Cc3cccc(O)c3)CC1)[C@H]1CCCO[C@H]21,0.7917184243164268
86,380654,380654,3886,ZINC000077471712,FJAARN.xaa_ligand_19203.pdbqt,-8.61,-8.61,1,373.855,4.533,5,0,2,37,0,1,"[(10, 'R')]",O=C(CCc1ccccc1)[C@@H]1CCCN(C(=O)c2cccc(Cl)c2F)C1,0.7377054686584118
87,207275,207275,1762,ZINC000000505820,EJAARN.xaa_ligand_25922.pdbqt,-8.6,-8.6,1,341.495,4.52,6,1,2,38,0,1,"[(2, 'R')]",CC[C@@H](C)c1ccc(OCC(=O)NC2C3CC4CC(C3)CC2C4)cc1,0.789826305022113
88,165268,165268,2576,ZINC000004039932,GJAARN.xaa_ligand_44431.pdbqt,-8.59,-8.59,1,378.472,4.524,2,0,5,43,0,2,"[(10, 'S'), (19, 'S')]",COc1cccc(C2=NN3[C@@H](C2)c2ccccc2O[C@]32CCOC(C)(C)C2)c1,0.7366590151321898
89,201365,201365,4418,ZINC000170597904,EJAARN.xaa_ligand_24685.pdbqt,-8.59,-8.59,1,330.428,4.54,4,1,4,64,0,0,[],CC(C)(C)OCc1cc(C(=O)Nc2ccc(C(C)(C)C)cc2)no1,0.8544111631297043
90,413348,413348,2331,ZINC000534646601,FJAARN.xaa_ligand_18600.pdbqt,-8.58,-8.58,1,361.489,4.599,6,1,3,54,0,3,"[(16, 'S'), (18, 'S'), (21, 'S')]",CC(C)c1ccc(-c2ccc(C(=O)NCC[C@@H]3C[C@@H]4C=C[C@H]3C4)cc2)nn1,0.7313909772772579
91,273997,273997,8528,ZINC000024012301,EJAARN.xaa_ligand_09334.pdbqt,-8.57,-8.57,1,327.449,4.572,4,1,3,38,0,1,"[(15, 'S')]",Cc1ccc(C)c(Sc2ccc(NC(=O)[C@@H]3CCCO3)cc2)c1,0.8541991169832223
92,387488,387488,2154,ZINC000064687994,GJAARN.xaa_ligand_09695.pdbqt,-8.57,-8.57,1,391.515,4.581,5,1,2,52,0,0,[],O=C(NC1CCCCC1)c1ccc(N2CCCN(Cc3ccccc3)C2=O)cc1,0.7751881123065326
93,508023,508023,2819,ZINC000005945017,GJABRN.xaa_ligand_03292.pdbqt,-8.56,-8.56,1,381.078,4.557,3,1,2,46,0,0,[],O=S(=O)(Nc1ccc(Br)c(Cl)c1)c1ccc(Cl)cc1,0.8105807355865159
94,121329,121329,1454,ZINC000058306456,GJAARN.xaa_ligand_46782.pdbqt,-8.55,-8.55,1,389.495,4.57,4,1,3,47,0,4,"[(13, '?'), (15, 'S'), (17, 'R'), (20, '?')]",O=C(NCc1ccc2c(c1)OCO2)C12C[C@H]3C[C@@H](C1)CC(c1ccccc1)(C3)C2,0.7965575034093286
95,413237,413237,2220,ZINC000064757133,IJAARN.xaa_ligand_65141.pdbqt,-8.55,-8.55,1,435.616,4.553,4,1,5,61,0,0,[],CC(C)(C)c1ccc(C(=O)NC2CCN(c3ccc(N4CCCCCC4)nn3)CC2)cc1,0.729640226679293
96,105121,105121,2369,ZINC000006703259,EJAARN.xaa_ligand_25042.pdbqt,-8.55,-8.55,1,337.379,4.515,4,1,5,81,0,0,[],O=C(Nc1ccc(-c2nnc(-c3ccco3)o2)cc1)C1CCCCC1,0.7238792379037905
97,444106,444106,7398,ZINC000040128020,GJAARN.xaa_ligand_38554.pdbqt,-8.54,-8.54,1,381.472,4.566,6,1,4,60,0,0,[],COc1ccccc1OCc1ccc(C(=O)NC23CC4CC(CC(C4)C2)C3)o1,0.7613744806972957
98,200646,200646,3699,ZINC000257267932,HJABMN.xaa_ligand_0805.pdbqt,-8.54,-8.54,1,407.51,4.524,3,1,4,63,0,4,"[(10, 'R'), (12, 'R'), (27, 'R'), (29, 'R')]",CC1(C)Oc2ccccc2[C@@H]2O[C@@H]3CCN(Cc4cccc(C(=O)O)c4)C[C@H]3C[C@H]21,0.7749479285729732
